WS 1998/99,515 678
WS 1999/00,506 510
WS 2000/01,506 285
WS 2001/02,517 267
WS 2002/03,523 283
WS 2003/04,531 548
WS 2004/05,466 302
WS 2005/06,478 023
WS 2006/07,476 384
WS 2007/08,468 747
WS 2008/09,484 118
WS 2009/10,508 534
WS 2010/11,535 454
WS 2011/12,597 952
WS 2012/13,644 612
WS 2013/14,695 297
WS 2014/15,725 885
WS 2015/16,751 740
WS 2016/17,776 130
WS 2017/18,772 903
WS 2018/19,783 208
WS 2019/20,775 836
WS 2020/21,779 199
WS 2021/22,764 565
WS 2022/23,750 420
